gene_names,cms_score,
LINC01995,4.8415,
NUBPL,4.8415,
HSD17B6,4.8415,
NACA,4.8415,
PRIM1,4.8415,
C12orf65,4.8415,
CDK2AP1,4.8415,
MPHOSPH9,4.8415,
PITPNM2,4.8415,
KANK4,4.8415,
L1TD1,4.8415,
MIR3116-1,4.8415,
MIR3116-2,4.8415,
PATJ,4.8415,
ACVR1,4.83974,
ACVR1C,4.83974,
RTKN2,4.83974,
GPNMB,4.83817,
KLHL7,4.83817,
KLHL7-DT,4.83817,
MALSU1,4.83817,
NUPL2,4.83817,
ENPP6,4.83817,
EEF1D,4.83801,
GSDMD,4.83801,
LOC100310756,4.83801,
MROH6,4.83801,
NAPRT,4.83801,
PYCR3,4.83801,
TIGD5,4.83801,
TSTA3,4.83801,
ASPSCR1,4.82941,
CENPX,4.82941,
DCXR,4.82941,
DUS1L,4.82941,
FASN,4.82941,
GPS1,4.82941,
LRRC45,4.82941,
MAFG,4.82941,
MAFG-DT,4.82941,
MYADML2,4.82941,
NOTUM,4.82941,
PCYT2,4.82941,
PYCR1,4.82941,
RAC3,4.82941,
RFNG,4.82941,
SIRT7,4.82941,
SNORD134,4.82941,
HOPX,4.82477,
DLC1,4.82456,
LINC01978,4.82456,
LINC01979,4.82456,
MIR548AS,4.82404,
TJP2,4.81755,
IPO5P1,4.81755,
ZNF724,4.81755,
ZNF730,4.81755,
MIR4299,4.81706,
CCDC18,4.81603,
CCDC18-AS1,4.81603,
DR1,4.81603,
DNAH6,4.81554,
KCMF1,4.81554,
TMSB10,4.81554,
TRABD2A,4.81554,
OSTF1,4.81292,
MIR942,4.81274,
TRIM45,4.81274,
TTF2,4.81274,
VTCN1,4.81274,
C11orf86,4.81025,
MIR6860,4.81025,
PC,4.81025,
RHOD,4.81025,
SYT12,4.81025,
CCDC6,4.81008,
MRLN,4.81008,
SLC16A9,4.81008,
DYRK1A,4.80812,
CDK13,4.80805,
LINC00265,4.80805,
LOC112267983,4.80805,
LOC101929633,4.80606,
SLC38A11,4.80606,
PDE3B,4.80581,
LHX6,4.804,
MRRF,4.804,
RBM18,4.804,
ALG1L2,4.804,
COL6A4P2,4.804,
FAM86HP,4.804,
LINC02014,4.804,
LINC02021,4.804,
BLACAT1,4.80393,
CDK18,4.80393,
KLHDC8A,4.80393,
LEMD1,4.80393,
LEMD1-AS1,4.80393,
LOC284577,4.80393,
MIR135B,4.80393,
NUAK2,4.80393,
C1QTNF6,4.8034,
IL2RB,4.8034,
RAC2,4.8034,
SSTR3,4.8034,
TMPRSS6,4.8034,
PGBD5,4.80115,
NCOA6,4.79998,
PIGU,4.79998,
TP53INP2,4.79998,
HECW1-IT1,4.7953,
MIR3943,4.7953,
HK3,4.7953,
UIMC1,4.7953,
UNC5A,4.7953,
LINC01365,4.7953,
LINC02502,4.7953,
LINC01428,4.7953,
LINC01706,4.7953,
LINC01751,4.7953,
KCNS3,4.7953,
MSGN1,4.7953,
ATF2,4.7953,
SIGLEC15,4.7953,
SLC14A1,4.7953,
MIR4724,4.7953,
NF1,4.7953,
RAB11FIP4,4.7953,
NAV3,4.7953,
ANO9,4.7953,
B4GALNT4,4.7953,
IFITM1,4.7953,
IFITM2,4.7953,
IFITM3,4.7953,
IFITM5,4.7953,
NLRP6,4.7953,
PGGHG,4.7953,
PKP3,4.7953,
PSMD13,4.7953,
PTDSS2,4.7953,
SIGIRR,4.7953,
DAAM2,4.78981,
ANGPTL6,4.78981,
C19orf66,4.78981,
C3P1,4.78981,
COL5A3,4.78981,
EIF3G,4.78981,
MIR5589,4.78981,
P2RY11,4.78981,
PPAN,4.78981,
PPAN-P2RY11,4.78981,
RDH8,4.78981,
SNORD105,4.78981,
SNORD105B,4.78981,
TRIM29,4.78981,
CASC9,4.78736,
EEF1A1,4.78736,
MIR218-1,4.78736,
SLIT2,4.78736,
DSEL,4.78736,
DLEU7,4.78736,
GJA9,4.78736,
GJA9-MYCBP,4.78736,
LOC105378663,4.78736,
MYCBP,4.78736,
RHBDL2,4.78736,
RRAGC,4.78736,
BGLAP,4.78736,
CCT3,4.78736,
GLMP,4.78736,
PAQR6,4.78736,
PMF1,4.78736,
PMF1-BGLAP,4.78736,
SLC25A44,4.78736,
SMG5,4.78736,
TMEM79,4.78736,
TSACC,4.78736,
VHLL,4.78736,
ABTB1,4.78676,
MCM2,4.78676,
MGLL,4.78676,
MIR7976,4.78676,
PODXL2,4.78676,
TPRA1,4.78676,
LOC284898,4.78676,
CYB5R2,4.78676,
OR5P2,4.78676,
OVCH2,4.78676,
CANX,4.7811,
LOC100996419,4.7811,
LTC4S,4.7811,
MAML1,4.7811,
MGAT4B,4.7811,
MIR1229,4.7811,
MRNIP,4.7811,
SQSTM1,4.7811,
TBC1D9B,4.7811,
TGFA,4.78015,
TGFA-IT1,4.78015,
SNX31,4.77364,
LINC02355,4.76763,
BCL7A,4.76625,
LOC100506691,4.76625,
WDR66,4.76625,
ADAMTS9,4.76441,
ADAMTS9-AS1,4.76441,
CTNNBL1,4.76441,
LOC100287792,4.76441,
LINC00375,4.76441,
HES1,4.75947,
LINC00887,4.75947,
LINC02036,4.75947,
LINC02037,4.75947,
MIR802,4.75947,
LINC01427,4.75947,
MUCL1,4.75947,
NEUROD4,4.75947,
TESPA1,4.75947,
LINC00971,4.75934,
SPP2,4.75934,
TRPM8,4.75934,
ASCL5,4.75934,
CACNA1S,4.75934,
CHN2,4.75819,
FGF5,4.75819,
PRDM8,4.75819,
ARHGEF18,4.75819,
CAMSAP3,4.75819,
LOC100128573,4.75819,
MCOLN1,4.75819,
PEX11G,4.75819,
PNPLA6,4.75819,
TEX45,4.75819,
ZNF358,4.75819,
NEK10,4.75762,
CCNB1,4.75606,
CDK7,4.75606,
CENPH,4.75606,
MRPS36,4.75606,
SLC30A5,4.75606,
SNORA50D,4.75606,
FBXO25,4.75581,
TDRP,4.75581,
CACNA2D1,4.75433,
LOC101927356,4.75433,
LOC105379192,4.75433,
HRC,4.75433,
TRPM4,4.75433,
DCAF4,4.75433,
ZFYVE1,4.75433,
LOC105377162,4.7527,
SHQ1,4.7527,
LINC01233,4.75011,
LOC101929124,4.75011,
ZNF98,4.75011,
LINC02201,4.749,
LOC101927357,4.749,
COL5A1-AS1,4.74609,
EBAG9,4.74609,
PKHD1L1,4.74609,
LRIG3,4.74609,
ANAPC16,4.74609,
ASCC1,4.74609,
DDIT4,4.74609,
DNAJB12,4.74609,
MICU1,4.74609,
ATP1A2,4.742,
ATP1A4,4.742,
CASQ1,4.742,
DCAF8,4.742,
IGSF8,4.742,
KCNJ9,4.742,
LOC100287049,4.742,
LOC729867,4.742,
PEA15,4.742,
PEX19,4.742,
ANXA11,4.74043,
LINC00857,4.74043,
PLAC9,4.74043,
CDC14C,4.74004,
TPR,4.74004,
CCNC,4.73696,
PRDM13,4.73696,
TSTD3,4.73696,
USP45,4.73696,
EVI5,4.73696,
GFI1,4.73696,
RPAP2,4.73696,
C10orf55,4.73539,
CAMK2G,4.73539,
PLAU,4.73539,
VCL,4.73539,
LAMA1,4.73511,
LRRC30,4.73511,
DPRX,4.73103,
LOC284379,4.73103,
MIR1283-1,4.73103,
MIR1323,4.73103,
MIR498,4.73103,
MIR512-1,4.73103,
MIR512-2,4.73103,
MIR515-1,4.73103,
MIR515-2,4.73103,
MIR517A,4.73103,
MIR518B,4.73103,
MIR518C,4.73103,
MIR518F,4.73103,
MIR519B,4.73103,
MIR519C,4.73103,
MIR519D,4.73103,
MIR519E,4.73103,
MIR520A,4.73103,
MIR520B,4.73103,
MIR520C,4.73103,
MIR520D,4.73103,
MIR520E,4.73103,
MIR520F,4.73103,
MIR521-2,4.73103,
MIR523,4.73103,
MIR524,4.73103,
MIR525,4.73103,
MIR526A1,4.73103,
MIR526B,4.73103,
ZNF331,4.73103,
KALRN,4.73102,
EPCAM,4.73011,
MIR559,4.73011,
MSH2,4.73011,
CRAT37,4.73011,
EFCAB6-AS1,4.72747,
LINC01639,4.72747,
MPPED1,4.72747,
MIR920,4.72343,
SOX5,4.72343,
SOX5-AS1,4.72343,
LINC01299,4.72095,
MIR548AI,4.72095,
LOC101928516,4.72095,
SASH1,4.72095,
DBN1,4.72095,
DDX41,4.72095,
DOK3,4.72095,
GRK6,4.72095,
PDLIM7,4.72095,
PRR7,4.72095,
PRR7-AS1,4.72095,
FGFR4,4.72095,
NSD1,4.72095,
ZNF346,4.72095,
ACTR2,4.72095,
CEP68,4.72095,
RAB1A,4.72095,
GCH1,4.72095,
MIR4308,4.72095,
SOCS4,4.72095,
WDHD1,4.72095,
LINC00379,4.72095,
LINC00380,4.72095,
C14orf177,4.72008,
KLHL29,4.71726,
HMBOX1,4.71629,
CTSC,4.71474,
GRM5,4.71474,
GRM5-AS1,4.71474,
CLDN25,4.71474,
HTR3B,4.71474,
USP28,4.71474,
ZW10,4.71474,
AK9,4.71448,
HORMAD2,4.71448,
AKAP7,4.71411,
EPB41L2,4.71411,
AQP8,4.71363,
ZKSCAN2,4.71363,
TMEM260,4.71363,
FBLIM1,4.71363,
FLJ37453,4.71363,
PLEKHM2,4.71363,
SLC25A34,4.71363,
SLC25A34-AS1,4.71363,
TMEM82,4.71363,
UQCRHL,4.71363,
C20orf187,4.71024,
FAM84B,4.70993,
MIR6801,4.70991,
PPP2R1A,4.70991,
ZNF432,4.70991,
ZNF616,4.70991,
ZNF836,4.70991,
ZNF841,4.70991,
DPY19L2P4,4.70875,
STEAP2-AS1,4.70875,
ACTN3,4.70874,
CCDC87,4.70874,
CCS,4.70874,
CTSF,4.70874,
RBM14,4.70874,
RBM14-RBM4,4.70874,
RBM4,4.70874,
RBM4B,4.70874,
SPTBN2,4.70874,
ZDHHC24,4.70874,
ADAM18,4.70284,
ADAM3A,4.70284,
LOC100130964,4.70284,
MIR3152,4.70236,
LINC01029,4.70157,
CNOT4,4.70154,
STRA8,4.70154,
WDR91,4.70154,
ERLNC1,4.70154,
ETNK2,4.70154,
GOLT1A,4.70154,
KISS1,4.70154,
LINC00303,4.70154,
REN,4.70154,
SOX13,4.70154,
SLC35F4,4.69842,
FARS2,4.69714,
LYRM4,4.69714,
LYRM4-AS1,4.69714,
VWC2,4.69665,
GNB1L,4.69476,
GP1BB,4.69476,
5-Sep,4.69476,
SEPT5-GP1BB,4.69476,
TBX1,4.69476,
HFE,4.68692,
HIST1H1A,4.68692,
HIST1H1C,4.68692,
HIST1H1E,4.68692,
HIST1H1T,4.68692,
HIST1H2AB,4.68692,
HIST1H2AC,4.68692,
HIST1H2AD,4.68692,
HIST1H2BB,4.68692,
HIST1H2BC,4.68692,
HIST1H2BD,4.68692,
HIST1H2BE,4.68692,
HIST1H2BF,4.68692,
HIST1H3A,4.68692,
HIST1H3B,4.68692,
HIST1H3C,4.68692,
HIST1H3D,4.68692,
HIST1H4A,4.68692,
HIST1H4B,4.68692,
HIST1H4C,4.68692,
HIST1H4D,4.68692,
LOC108783645,4.68692,
ABHD13,4.68175,
LIG4,4.68175,
TNFSF13B,4.68175,
ADGRL1,4.68101,
ASF1B,4.68101,
C19orf67,4.68101,
IL27RA,4.68101,
LOC100507373,4.68101,
MIR1199,4.68101,
MISP3,4.68101,
PALM3,4.68101,
PRKACA,4.68101,
RFX1,4.68101,
RLN3,4.68101,
SAMD1,4.68101,
ATP13A3,4.67539,
GP5,4.67539,
LINC00884,4.67539,
MLLT10,4.67539,
NAALADL2,4.67459,
NAALADL2-AS2,4.67459,
MIR591,4.67417,
SLC25A13,4.67417,
C9orf47,4.67414,
S1PR3,4.67414,
SHC3,4.67414,
GRM3,4.67414,
C4orf45,4.67414,
MIR3688-1,4.67414,
MIR3688-2,4.67414,
RAPGEF2,4.67414,
C16orf47,4.67311,
HCCAT5,4.67311,
CDC42EP5,4.6653,
LAIR1,4.6653,
LENG8,4.6653,
LENG8-AS1,4.6653,
LENG9,4.6653,
LILRA3,4.6653,
LILRA4,4.6653,
LILRA5,4.6653,
LILRB2,4.6653,
MIR4752,4.6653,
TTYH1,4.6653,
BFAR,4.6653,
PARN,4.6653,
PLA2G10,4.6653,
GNA13,4.6647,
LOC100507002,4.6647,
RGS9,4.6647,
UBE3D,4.66467,
ZBTB34,4.66127,
ZBTB43,4.66127,
COL27A1,4.66127,
KIF12,4.66127,
DAPP1,4.66127,
DNAJB14,4.66127,
H2AFZ,4.66127,
LAMTOR3,4.66127,
LOC256880,4.66127,
RAD51C,4.66127,
TSKU,4.66127,
COL6A5,4.66113,
COL6A6,4.66113,
DLGAP4,4.66113,
C2orf73,4.66113,
ANKRD42,4.66113,
LOC100506282,4.66113,
PCF11,4.66113,
PCF11-AS1,4.66113,
RAB30,4.66113,
RAB30-AS1,4.66113,
SNORA70E,4.66113,
ESD,4.66048,
LRCH1,4.66048,
LYPLA1,4.65668,
LOC101927237,4.65668,
ANKRD28,4.65668,
BTD,4.65668,
MIR3134,4.65668,
COL4A3,4.65668,
COL4A4,4.65668,
LOC654841,4.65668,
CYBRD1,4.65668,
DCAF17,4.65668,
LINC01412,4.65668,
TEX41,4.65668,
CEP295NL,4.6559,
LGALS3BP,4.6559,
TIMP2,4.6559,
LOC101929172,4.65424,
MIR3681,4.65424,
MESD,4.65424,
MIR4514,4.65424,
TLNRD1,4.65424,
NUAK1,4.65424,
LOC105755953,4.65424,
MIR346,4.65424,
ADRB1,4.65424,
CCDC186,4.65424,
NCBP1,4.65364,
TDRD7,4.65364,
TMOD1,4.65364,
TSTD2,4.65364,
FAM92A,4.65364,
LINC00535,4.65364,
RBM12B,4.65364,
RBM12B-AS1,4.65364,
RIMS1,4.65364,
DTNBP1,4.65364,
JARID2,4.65364,
NPHP3-AS1,4.65364,
MIR548H3,4.64979,
GFRA1,4.64956,
SNORD158,4.64956,
ASAP1,4.64919,
ASAP1-IT2,4.64919,
MAPK10,4.64919,
MIR4452,4.64919,
ABCE1,4.64919,
ANAPC10,4.64919,
OTUD4,4.64919,
PALMD,4.64919,
SETD7,4.6487,
CCT5,4.64787,
CMBL,4.64787,
FAM173B,4.64787,
MEG3,4.64721,
MEG8,4.64721,
MIR127,4.64721,
MIR136,4.64721,
MIR2392,4.64721,
MIR337,4.64721,
MIR370,4.64721,
MIR431,4.64721,
MIR432,4.64721,
MIR433,4.64721,
MIR493,4.64721,
MIR665,4.64721,
MIR770,4.64721,
RTL1,4.64721,
SNORD113-1,4.64721,
SNORD113-2,4.64721,
SNORD113-4,4.64721,
SNORD113-5,4.64721,
SNORD113-6,4.64721,
SNORD113-7,4.64721,
SNORD113-9,4.64721,
SNORD114-1,4.64721,
SNORD114-2,4.64721,
SNORD114-3,4.64721,
CDK11A,4.64368,
NADK,4.64368,
SLC35E2A,4.64368,
GPR21,4.6432,
MIR600,4.6432,
MIR600HG,4.6432,
RABGAP1,4.6432,
STRBP,4.6432,
ANP32B,4.6432,
FOXE1,4.6432,
HEMGN,4.6432,
PTCSC2,4.6432,
TRMO,4.6432,
NEUROD6,4.6432,
CAND2,4.6432,
RPL32,4.6432,
SNORA7A,4.6432,
TMEM40,4.6432,
TBC1D3,4.6432,
TBC1D3C,4.6432,
TBC1D3D,4.6432,
TBC1D3E,4.6432,
TBC1D3G,4.6432,
TBC1D3H,4.6432,
TBC1D3I,4.6432,
TBC1D3K,4.6432,
TBC1D3L,4.6432,
YWHAEP7,4.6432,
C12orf29,4.6432,
CEP290,4.6432,
TMTC3,4.6432,
CCDC83,4.6432,
SYTL2,4.6432,
IFRD1,4.64185,
LSMEM1,4.64185,
KCNIP4-IT1,4.64147,
LINC01257,4.63506,
DOCK2,4.63421,
RWDD1,4.63087,
LOC105378614,4.63049,
MINOS1,4.63049,
MINOS1-NBL1,4.63049,
NBL1,4.63049,
RPS14P3,4.63049,
TMEM179,4.62923,
ELAVL4,4.62651,
DGCR8,4.62526,
MIR6816,4.62526,
TRMT2A,4.62526,
B3GAT3,4.62401,
BSCL2,4.62401,
C11orf98,4.62401,
CSKMT,4.62401,
EML3,4.62401,
GANAB,4.62401,
GNG3,4.62401,
HNRNPUL2,4.62401,
HNRNPUL2-BSCL2,4.62401,
INTS5,4.62401,
LBHD1,4.62401,
LRRN4CL,4.62401,
MIR6514,4.62401,
MIR6748,4.62401,
NXF1,4.62401,
POLR2G,4.62401,
ROM1,4.62401,
SNORA57,4.62401,
TAF6L,4.62401,
TMEM179B,4.62401,
TMEM223,4.62401,
TTC9C,4.62401,
UBXN1,4.62401,
UQCC3,4.62401,
ZBTB3,4.62401,
LINC02283,4.62151,
PDGFRA,4.62151,
TOX,4.61766,
CTB-178M22.2,4.61595,
LARGE1,4.61595,
MIR4764,4.61595,
LINC01170,4.6159,
LINC02405,4.6159,
RSRP1,4.6159,
SYF2,4.6159,
FARP2,4.61553,
MIR3133,4.61553,
2-Sep,4.61553,
STK25,4.61553,
LINC02364,4.61542,
TM4SF1,4.61542,
TM4SF1-AS1,4.61542,
SRD5A2,4.61542,
GLI2,4.61542,
B4GALT6,4.61542,
DSG2,4.61542,
DSG2-AS1,4.61542,
TTR,4.61542,
AURKB,4.61542,
BORCS6,4.61542,
CTC1,4.61542,
LINC00324,4.61542,
MIR4521,4.61542,
TMEM107,4.61542,
ATL1,4.61542,
SAV1,4.61542,
RAN,4.61542,
RIMBP2,4.61542,
STX2,4.61542,
LRRTM2,4.61449,
COL11A1,4.61449,
AS-PTPRE,4.61327,
MKI67,4.61327,
PTPRE,4.61327,
IL22RA1,4.61314,
MYOM3,4.61314,
PNRC2,4.61314,
SRSF10,4.61314,
CRB2,4.61203,
DENND1A,4.61203,
MIR601,4.61203,
LINC01501,4.61149,
LINC01508,4.61149,
COBL,4.61149,
INHBB,4.61149,
RALB,4.61149,
TMEM185B,4.61149,
INO80C,4.61149,
ZNF24,4.61149,
ZNF396,4.61149,
LOC100996583,4.61149,
MMEL1,4.61149,
PRXL2B,4.61149,
TNFRSF14,4.61149,
TNFRSF14-AS1,4.61149,
GORAB,4.61149,
GORAB-AS1,4.61149,
ZNF804A,4.61023,
CD200R1,4.60907,
SOX17,4.60832,
HILPDA,4.60832,
IMPDH1,4.60832,
LOC107986845,4.60832,
METTL2B,4.60832,
PRRT4,4.60832,
SENP6,4.60832,
SNCA,4.60832,
LOC103312105,4.60832,
LINC01712,4.60832,
AGPAT3,4.60625,
TRAPPC10,4.60625,
LINC01780,4.60625,
WARS2-AS1,4.60625,
LINC01315,4.60578,
OGFRP1,4.60578,
CALCR,4.60126,
MIR489,4.60126,
MIR653,4.60126,
VPS50,4.60126,
CCDC68,4.59462,
RAB27B,4.59462,
PFKP,4.5938,
PITRM1,4.5938,
PITRM1-AS1,4.5938,
SNORD142,4.5938,
AIP,4.59002,
CABP2,4.59002,
CABP4,4.59002,
CARNS1,4.59002,
CDK2AP2,4.59002,
CORO1B,4.59002,
GPR152,4.59002,
LOC100130987,4.59002,
MIR6752,4.59002,
PITPNM1,4.59002,
PPP1CA,4.59002,
PTPRCAP,4.59002,
RAD9A,4.59002,
RPS6KB2,4.59002,
TBC1D10C,4.59002,
TMEM134,4.59002,
PKP4,4.58863,
PKP4-AS1,4.58863,
BATF,4.58845,
JDP2,4.58845,
LINC01854,4.58836,
HIBCH,4.58835,
INPP1,4.58835,
MFSD6,4.58835,
CHRNA2,4.58281,
EPHX2,4.58281,
MIR6842,4.58281,
PTK2B,4.58281,
TRIM35,4.58281,
ATP8A1,4.58227,
LOC105374428,4.58227,
SHISA3,4.58227,
ERVK13-1,4.58227,
FLJ42627,4.58227,
KCTD5,4.58227,
LOC652276,4.58227,
PDPK1,4.58227,
PRSS27,4.58227,
GPRC5B,4.57818,
C8orf87,4.5778,
MIR8084,4.5778,
LINC00705,4.57455,
MANCR,4.57455,
LINC02233,4.56262,
ACTL8,4.5623,
EIF2B4,4.55546,
FNDC4,4.55546,
FTH1P3,4.55546,
GCKR,4.55546,
IFT172,4.55546,
KRTCAP3,4.55546,
NRBP1,4.55546,
PPM1G,4.55546,
SNX17,4.55546,
ZNF513,4.55546,
DIS3L,4.55465,
MAP2K1,4.55465,
SCARNA14,4.55465,
TIPIN,4.55465,
HNRNPA0,4.55135,
MYOT,4.55135,
NPY6R,4.55135,
PKD2L2,4.55135,
ARAP2,4.55135,
DTHD1,4.55135,
LOC439933,4.55135,
BFSP2,4.55135,
COG8,4.55135,
NIP7,4.55135,
PDF,4.55135,
SNTB2,4.55135,
TERF2,4.55135,
TMED6,4.55135,
VPS4A,4.55135,
MOSMO,4.55135,
VWA3A,4.55135,
GMEB1,4.55135,
LINC01715,4.55135,
RAB42,4.55135,
RCC1,4.55135,
RNU11,4.55135,
SNHG12,4.55135,
SNHG3,4.55135,
SNORA16A,4.55135,
SNORA44,4.55135,
SNORA61,4.55135,
SNORA73B,4.55135,
SNORD99,4.55135,
TAF12,4.55135,
TRNAU1AP,4.55135,
IVL,4.55135,
SMCP,4.55135,
SPRR1A,4.55135,
SPRR1B,4.55135,
SPRR2D,4.55135,
SPRR3,4.55135,
SPRR4,4.55135,
SNORA70C,4.55094,
AFMID,4.55094,
BIRC5,4.55094,
C17orf99,4.55094,
SYNGR2,4.55094,
TK1,4.55094,
TMC6,4.55094,
TMC8,4.55094,
TMEM235,4.55094,
TNRC6C,4.55094,
TNRC6C-AS1,4.55094,
SNHG27,4.54956,
ANKRD36C,4.54364,
FAHD2CP,4.54364,
LINC00342,4.54364,
ACTR10,4.54341,
LINC00216,4.54341,
PSMA3,4.54341,
PSMA3-AS1,4.54341,
LOC150935,4.54234,
NEDD1,4.54234,
CEACAM8,4.54128,
LIPE-AS1,4.54128,
PSG3,4.54128,
LINC01249,4.54011,
IFNAR2,4.53893,
LINC01548,4.53893,
LOC101928107,4.53893,
FCHO2,4.53533,
LOC105379030,4.53533,
TMEM171,4.53533,
IL7,4.5343,
LINC02605,4.5343,
SMAD1,4.5343,
SMAD1-AS1,4.5343,
SMAD1-AS2,4.5343,
OTUD3,4.5343,
PLA2G2A,4.5343,
PLA2G2E,4.5343,
BAIAP2L2,4.53287,
PICK1,4.53287,
PLA2G6,4.53287,
SLC16A8,4.53287,
ZNF746,4.53266,
ZNF767P,4.53266,
LINC00472,4.53266,
LINC01626,4.53266,
MIR30A,4.53266,
MIR30C2,4.53266,
ASTE1,4.53266,
ATP2C1,4.53266,
NEK11,4.53266,
EN1,4.53266,
C16orf78,4.53266,
CBLN1,4.53266,
FAM234B,4.53266,
GPRC5A,4.53266,
GPRC5D,4.53266,
GPRC5D-AS1,4.53266,
HEBP1,4.53266,
HTR7P1,4.53266,
MIR614,4.53266,
RPL13AP20,4.53266,
ZNF239,4.53266,
ZNF32,4.53266,
ZNF32-AS1,4.53266,
ZNF32-AS2,4.53266,
ZNF32-AS3,4.53266,
ZNF485,4.53266,
ZMYND11,4.53266,
FMC1,4.5324,
TTC26,4.5324,
UBN2,4.5324,
MGC27382,4.53051,
ELAVL2,4.52471,
DERL1,4.52471,
TBC1D31,4.52471,
ZHX2,4.52471,
EFCAB10,4.52471,
MRPL46,4.52471,
MRPS11,4.52471,
NTRK3-AS1,4.52471,
CLRN3,4.52471,
HULC,4.5202,
ADAM9,4.51796,
HTRA4,4.51796,
PLEKHA2,4.51796,
TACC1,4.51796,
TM2D2,4.51796,
MIR4539,4.51796,
C10orf105,4.51724,
MIR7152,4.51724,
PSAP,4.51724,
VSIR,4.51724,
LOC101928797,4.51613,
TLR4,4.51613,
CCR4,4.51613,
CNOT10,4.51613,
TRIM71,4.51613,
ACTG1,4.51613,
BAHCC1,4.51613,
FAAP100,4.51613,
FSCN2,4.51613,
MIR3186,4.51613,
NPLOC4,4.51613,
AK7,4.51286,
GSKIP,4.51286,
CAND1,4.51286,
ZSWIM6,4.51135,
LINC01777,4.51119,
SDC2,4.50804,
RNF139,4.50804,
RNF139-AS1,4.50804,
TATDN1,4.50804,
TMEM65,4.50804,
TRMT12,4.50804,
CAMK2B,4.50804,
GCK,4.50804,
YKT6,4.50804,
GALR1,4.50804,
ERI3,4.50654,
MIR5584,4.50654,
PCLO,4.50508,
LOC105371855,4.50508,
10-Mar,4.50508,
MRC2,4.50508,
TLK2,4.50508,
MGME1,4.50487,
SNORD17,4.50487,
SNX5,4.50487,
NRG1-IT1,4.49315,
LINC01251,4.4838,
PRSS3,4.4838,
PTENP1,4.4838,
PTENP1-AS,4.4838,
UBE2R2,4.4838,
LINC02228,4.4838,
SERP2,4.4838,
TSC22D1,4.4838,
TUSC8,4.4838,
CABCOCO1,4.4838,
TMEM26-AS1,4.4838,
PLA2G4A,4.4838,
LOC105370802,4.48314,
CPA6,4.47833,
CCDC141,4.47833,
PIK3R5,4.47833,
PIK3R6,4.47833,
CARS,4.47779,
CARS-AS1,4.47779,
NAP1L4,4.47779,
INHBA,4.47518,
INHBA-AS1,4.47518,
AGR3,4.47509,
ASPHD2,4.47509,
HPS4,4.47509,
LOC100507599,4.47509,
MIR548J,4.47509,
SEZ6L,4.47509,
SRRD,4.47509,
TFIP11,4.47509,
TPST2,4.47509,
GADD45B,4.4744,
LINC01775,4.4744,
MIR7108,4.4744,
CNTN4-AS2,4.47128,
EIF3A,4.47128,
NANOS1,4.47128,
SNORA19,4.47128,
CCDC88C,4.46593,
PPP4R3A,4.46593,
CDS1,4.46581,
WDFY3,4.46581,
CDV3,4.46581,
SRPRB,4.46581,
TF,4.46581,
TOPBP1,4.46581,
SCN3B,4.46581,
ATG4C,4.46533,
BET1,4.46207,
GNG11,4.46207,
AGPAT4,4.45756,
AGPAT4-IT1,4.45756,
C11orf40,4.45608,
OR51D1,4.45608,
OR51E1,4.45608,
OR51E2,4.45608,
OR52I1,4.45608,
OR52I2,4.45608,
OR52M1,4.45608,
TRIM68,4.45608,
MC2R,4.4477,
MC5R,4.4477,
RNMT,4.4477,
LOC101927365,4.44528,
PNISR,4.44528,
MIR4429,4.44528,
NR1H4,4.44528,
SLC17A8,4.44528,
RERGL,4.44034,
ESRRB,4.43991,
LOC100130238,4.43985,
LOC101928416,4.43985,
RAF1,4.43864,
ABHD3,4.43864,
MIB1,4.43864,
MIR1-2,4.43864,
MIR133A1,4.43864,
MIR133A1HG,4.43864,
MIR320C1,4.43864,
C9orf64,4.43605,
HNRNPK,4.43605,
KIF27,4.43605,
MIR7-1,4.43605,
RMI1,4.43605,
ARFGAP1,4.43596,
BIRC7,4.43596,
FLJ16779,4.43596,
MIR124-3,4.43596,
MIR3196,4.43596,
MIR4326,4.43596,
NKAIN4,4.43596,
YTHDF1,4.43596,
MCTP2,4.43596,
COG4,4.43468,
DDX19A,4.43468,
FUK,4.43468,
SF3B3,4.43468,
SNORD111,4.43468,
SNORD111B,4.43468,
ST3GAL2,4.43468,
TBX15,4.43468,
DCT,4.43294,
LINC01479,4.43163,
PPP2R2D,4.42831,
LINC02423,4.42694,
LINC02439,4.42694,
LRRC52,4.42694,
LRRC52-AS1,4.42694,
MGST3,4.42694,
EDIL3,4.42243,
PALLD,4.42194,
RNF219,4.42194,
COL13A1,4.42194,
LINC01435,4.42194,
LOC339529,4.41892,
ZBTB18,4.41892,
ADAMTS2,4.41879,
ATP5F1D,4.41748,
C19orf24,4.41748,
CIRBP,4.41748,
CIRBP-AS1,4.41748,
EFNA2,4.41748,
GAMT,4.41748,
MIDN,4.41748,
NDUFS7,4.41748,
PWWP3A,4.41748,
EFL1P1,4.41493,
LINC00475,4.41445,
LOC100128076,4.41445,
SPTLC1,4.41445,
GAPVD1,4.41445,
MAPKAP1,4.41445,
TRIB1,4.41445,
ADRA2C,4.41445,
LINC02171,4.41445,
MIR3938,4.41445,
LOC100289361,4.41445,
LOC100507389,4.41445,
PAQR9,4.41445,
PAQR9-AS1,4.41445,
PCOLCE2,4.41445,
U2SURP,4.41445,
OR11H1,4.41445,
LINC02398,4.41445,
RASGEF1B,4.41314,
MBD5,4.41314,
LINC01721,4.41183,
